Date,Publisher,Campaign Name,Accrual campaign name,Concept Name,GEO,Impressions,Engagements,Clicks,Views,25% Views,50% Views,75% Views,100% Views,Spends
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV1_320x480,WB,649,,2,,,,,,55.165
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV2_300x250,WB,4627,,161,,,,,,393.29499999999996
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV2_320x480,WB,21894,,385,,,,,,1860.9899999999998
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV2_336x280,WB,5134,,89,,,,,,436.39000000000004
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV3_300x250,WB,4848,,14,,,,,,412.08
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV3_320x480,WB,575,,0,,,,,,48.87499999999999
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV4_300x250,WB,3741,,126,,,,,,317.985
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV4_320x480,WB,30094,,346,,,,,,2557.9900000000002
2023-10-16,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV4_336x280,WB,3905,,85,,,,,,331.925
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV1_300x250,Ahmedabad,13778,,43,,,,,,1171.13
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV1_320x480,Ahmedabad,1945,,8,,,,,,165.32500000000002
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV2_300x250,Ahmedabad,1240,,23,,,,,,105.4
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV2_320x480,Ahmedabad,317,,63,,,,,,26.945
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV2_336x280,Ahmedabad,1418,,39,,,,,,120.52999999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV3_300x250,Ahmedabad,13848,,132,,,,,,1177.0800000000002
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV3_320x480,Ahmedabad,2041,,42,,,,,,173.48499999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV4_300x250,Ahmedabad,1228,,29,,,,,,104.38
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV4_320x480,Ahmedabad,312,,7,,,,,,26.52
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV4_336x280,Ahmedabad,1111,,30,,,,,,94.435
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV2_300x250,Bangalore,36556,,40,,,,,,3107.2599999999998
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV2_320x480,Bangalore,1099,,6,,,,,,93.41499999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV2_336x280,Bangalore,7929,,44,,,,,,673.965
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV3_300x250,Bangalore,345,,19,,,,,,29.325
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV3_320x480,Bangalore,11632,,68,,,,,,988.72
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV4_300x250,Bangalore,36525,,227,,,,,,3104.625
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV4_320x480,Bangalore,1073,,61,,,,,,91.205
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV4_336x280,Bangalore,7995,,61,,,,,,679.575
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV1_300x250,Bangalore,354,,31,,,,,,30.09
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Bangalore_KV1_320x480,Bangalore,11857,,80,,,,,,1007.8449999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV1_300x250,Chennai,69436,,156,,,,,,5902.06
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV1_320x480,Chennai,3595,,10,,,,,,305.575
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV2_300x250,Chennai,1809,,16,,,,,,153.765
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV2_320x480,Chennai,695,,31,,,,,,59.074999999999996
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV2_336x280,Chennai,2597,,94,,,,,,220.745
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV3_300x250,Chennai,23092,,191,,,,,,1962.82
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV3_320x480,Chennai,3705,,102,,,,,,314.925
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV4_300x250,Chennai,1955,,29,,,,,,166.175
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV4_320x480,Chennai,695,,34,,,,,,59.074999999999996
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Chennai_KV4_336x280,Chennai,2854,,104,,,,,,242.59
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV1_300x250,Coimbatore,9005,,28,,,,,,765.4250000000001
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV1_320x480,Coimbatore,1790,,4,,,,,,152.15
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV2_300x250,Coimbatore,348,,4,,,,,,29.58
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV2_320x480,Coimbatore,398,,10,,,,,,33.83
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV2_336x280,Coimbatore,1651,,33,,,,,,140.335
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV3_300x250,Coimbatore,2929,,30,,,,,,248.96499999999997
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV3_320x480,Coimbatore,1802,,13,,,,,,153.17000000000002
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV4_300x250,Coimbatore,273,,10,,,,,,23.205000000000002
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV4_320x480,Coimbatore,388,,11,,,,,,32.980000000000004
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Coimbatore_KV4_336x280,Coimbatore,1761,,28,,,,,,149.685
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV2_300x250,Delhi NCR,68460,,82,,,,,,5819.099999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV2_320x480,Delhi NCR,12487,,27,,,,,,1061.395
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV2_336x280,Delhi NCR,68086,,253,,,,,,5787.3099999999995
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV3_300x250,Delhi NCR,12326,,156,,,,,,1047.71
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV3_320x480,Delhi NCR,72129,,386,,,,,,6130.965
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV4_300x250,Delhi NCR,68213,,240,,,,,,5798.105
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV4_320x480,Delhi NCR,12237,,168,,,,,,1040.145
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV4_336x280,Delhi NCR,65728,,245,,,,,,5586.879999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV1_300x250,Delhi NCR,12375,,152,,,,,,1051.875
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,DelhiNCR_KV1_320x480,Delhi NCR,71099,,413,,,,,,6043.415
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV1_300x250,Ernamkulam,2054,,4,,,,,,174.58999999999997
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV1_320x480,Ernamkulam,463,,0,,,,,,39.355000000000004
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV2_300x250,Ernamkulam,118,,8,,,,,,10.03
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV2_320x480,Ernamkulam,131,,5,,,,,,11.135
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV2_336x280,Ernamkulam,116,,11,,,,,,9.860000000000001
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV3_300x250,Ernamkulam,638,,53,,,,,,54.230000000000004
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV3_320x480,Ernamkulam,458,,10,,,,,,38.93
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV4_300x250,Ernamkulam,92,,10,,,,,,7.82
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV4_320x480,Ernamkulam,143,,6,,,,,,12.155
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ernamkulam_KV4_336x280,Ernamkulam,89,,9,,,,,,7.5649999999999995
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV1_300x250,Hyderabad,16519,,94,,,,,,1404.1149999999998
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV1_320x480,Hyderabad,1548,,4,,,,,,131.58
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV2_300x250,Hyderabad,2792,,45,,,,,,237.32
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV2_320x480,Hyderabad,376,,9,,,,,,31.96
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV2_336x280,Hyderabad,1190,,108,,,,,,101.14999999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV3_300x250,Hyderabad,16259,,168,,,,,,1382.015
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV3_320x480,Hyderabad,1602,,61,,,,,,136.17000000000002
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV4_300x250,Hyderabad,2667,,38,,,,,,226.695
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV4_320x480,Hyderabad,399,,80,,,,,,33.915
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Hyderabad_KV4_336x280,Hyderabad,1127,,83,,,,,,95.795
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV1_300x250,Jaipur,2627,,67,,,,,,223.295
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV1_320x480,Jaipur,2523,,8,,,,,,214.455
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV2_300x250,Jaipur,3910,,26,,,,,,332.35
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV2_320x480,Jaipur,838,,7,,,,,,71.23
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV2_336x280,Jaipur,3984,,43,,,,,,338.64
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV3_300x250,Jaipur,2792,,106,,,,,,237.32
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV3_320x480,Jaipur,2517,,24,,,,,,213.945
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV4_300x250,Jaipur,3608,,21,,,,,,306.68
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV4_320x480,Jaipur,844,,12,,,,,,71.74
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Jaipur_KV4_336x280,Jaipur,4296,,34,,,,,,365.16
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV1_300x250,Mumbai,10166,,30,,,,,,864.11
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV1_320x480,Mumbai,2472,,6,,,,,,210.12
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV2_300x250,Mumbai,10174,,161,,,,,,864.79
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV2_320x480,Mumbai,2583,,389,,,,,,219.555
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV2_336x280,Mumbai,10213,,117,,,,,,868.1049999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV3_300x250,Mumbai,10144,,150,,,,,,862.24
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV3_320x480,Mumbai,2508,,496,,,,,,213.18
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV4_300x250,Mumbai,10188,,155,,,,,,865.98
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV4_320x480,Mumbai,2503,,450,,,,,,212.755
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Mumbai_KV4_336x280,Mumbai,10204,,117,,,,,,867.34
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV2_300x250,Pune,8432,,24,,,,,,716.72
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV2_320x480,Pune,694,,3,,,,,,58.989999999999995
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV2_336x280,Pune,1733,,28,,,,,,147.305
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV3_300x250,Pune,222,,25,,,,,,18.87
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV3_320x480,Pune,1307,,37,,,,,,111.095
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV4_300x250,Pune,8673,,81,,,,,,737.205
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV4_320x480,Pune,755,,42,,,,,,64.175
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV4_336x280,Pune,1606,,20,,,,,,136.51000000000002
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV1_300x250,Pune,242,,5,,,,,,20.57
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Pune_KV1_320x480,Pune,1226,,47,,,,,,104.21
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV1_300x250,RKT,26041,,94,,,,,,2213.485
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV1_320x480,RKT,1728,,4,,,,,,146.88
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV2_300x250,RKT,8663,,113,,,,,,736.355
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV2_320x480,RKT,1863,,108,,,,,,158.355
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV2_336x280,RKT,11831,,433,,,,,,1005.635
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV3_300x250,RKT,8758,,122,,,,,,744.43
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV3_320x480,RKT,1908,,90,,,,,,162.18
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV4_300x250,RKT,8501,,129,,,,,,722.5849999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV4_320x480,RKT,1860,,132,,,,,,158.1
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROKarnataka_KV4_336x280,RKT,11768,,472,,,,,,1000.2800000000001
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV1_300x250,RMH,6172,,32,,,,,,524.62
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV1_320x480,RMH,1325,,2,,,,,,112.625
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV2_300x250,RMH,8662,,106,,,,,,736.2700000000001
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV2_320x480,RMH,538,,5,,,,,,45.730000000000004
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV2_336x280,RMH,1856,,71,,,,,,157.76000000000002
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV3_300x250,RMH,31753,,330,,,,,,2699.005
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV3_320x480,RMH,1345,,21,,,,,,114.325
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV4_300x250,RMH,9029,,109,,,,,,767.465
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV4_320x480,RMH,516,,4,,,,,,43.86
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROMAH_KV4_336x280,RMH,2172,,42,,,,,,184.62
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV1_300x250,RO AP+Tel,29653,,134,,,,,,2520.505
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV1_320x480,RO AP+Tel,1741,,8,,,,,,147.985
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV2_300x250,RO AP+Tel,9793,,235,,,,,,832.405
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV2_320x480,RO AP+Tel,1799,,74,,,,,,152.915
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV2_336x280,RO AP+Tel,12114,,143,,,,,,1029.69
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV3_300x250,RO AP+Tel,9752,,244,,,,,,828.9200000000001
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV3_320x480,RO AP+Tel,1720,,81,,,,,,146.2
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV4_300x250,RO AP+Tel,9501,,250,,,,,,807.5849999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV4_320x480,RO AP+Tel,1740,,74,,,,,,147.9
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROAP+Tel_KV4_336x280,RO AP+Tel,11594,,159,,,,,,985.4899999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV1_300x250,RTN,31254,,37,,,,,,2656.59
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV1_320x480,RTN,1196,,2,,,,,,101.66
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV2_300x250,RTN,1767,,34,,,,,,150.195
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV2_320x480,RTN,804,,102,,,,,,68.34
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV2_336x280,RTN,2426,,22,,,,,,206.21
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV3_300x250,RTN,10211,,128,,,,,,867.9350000000001
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV3_320x480,RTN,1190,,170,,,,,,101.14999999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV4_300x250,RTN,1899,,37,,,,,,161.415
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV4_320x480,RTN,836,,85,,,,,,71.06
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,ROTN_KV4_336x280,RTN,2793,,36,,,,,,237.405
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV1_300x250,Thrissur,953,,2,,,,,,81.005
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV1_320x480,Thrissur,563,,2,,,,,,47.855
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV2_300x250,Thrissur,37,,1,,,,,,3.145
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV2_320x480,Thrissur,171,,4,,,,,,14.535000000000002
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV2_336x280,Thrissur,63,,8,,,,,,5.355
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV3_300x250,Thrissur,330,,17,,,,,,28.05
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV3_320x480,Thrissur,580,,23,,,,,,49.3
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV4_300x250,Thrissur,54,,2,,,,,,4.59
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV4_320x480,Thrissur,172,,4,,,,,,14.62
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Thrissur_KV4_336x280,Thrissur,66,,6,,,,,,5.61
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV1_300x250,Tiruvanthapuram,4871,,65,,,,,,414.035
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV1_320x480,Tiruvanthapuram,578,,6,,,,,,49.129999999999995
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV2_300x250,Tiruvanthapuram,225,,17,,,,,,19.125
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV2_320x480,Tiruvanthapuram,140,,3,,,,,,11.9
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV2_336x280,Tiruvanthapuram,770,,32,,,,,,65.45
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV3_300x250,Tiruvanthapuram,1733,,83,,,,,,147.305
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV3_320x480,Tiruvanthapuram,519,,24,,,,,,44.115
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV4_300x250,Tiruvanthapuram,221,,12,,,,,,18.785
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV4_320x480,Tiruvanthapuram,150,,4,,,,,,12.75
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Tiruvanthapuram_KV4_336x280,Tiruvanthapuram,712,,35,,,,,,60.519999999999996
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV1_300x250,WB,12017,,40,,,,,,1021.4449999999999
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV1_320x480,WB,2863,,6,,,,,,243.355
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV2_300x250,WB,12161,,204,,,,,,1033.685
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV2_320x480,WB,3000,,62,,,,,,255.0
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV2_336x280,WB,16646,,238,,,,,,1414.91
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV3_300x250,WB,12169,,209,,,,,,1034.365
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV3_320x480,WB,2853,,59,,,,,,242.50500000000002
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV4_300x250,WB,11811,,244,,,,,,1003.935
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV4_320x480,WB,2977,,572,,,,,,253.045
2023-10-17,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,WB_KV4_336x280,WB,16174,,169,,,,,,1374.79
2023-10-18,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV1_300x250,Ahmedabad,17554,,88,,,,,,
2023-10-18,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV1_320x480,Ahmedabad,8609,,144,,,,,,
2023-10-18,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV2_300x250,Ahmedabad,5116,,81,,,,,,
2023-10-18,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV2_320x480,Ahmedabad,6838,,331,,,,,,
2023-10-18,Vi-DSP,Amz Pay Q3 23,Amz Pay Q3 23,Ahmedbad_KV2_336x280,Ahmedabad,11067,,81,,,,,,
